YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2012,2012,AL,Alabama,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,52.2,52.2,,50.5,53.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2019,2019,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.3,36.3,,34.7,38,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2021,2021,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,MEDIAN,OVERALL,OVR
2016,2016,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.4,22.4,,21,24,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2011,2011,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.6,24.6,,23.1,26.2,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,39.3,39.3,,37.4,41.1,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2016,2016,AL,Alabama,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,55.4,55.4,,53.6,57.2,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.5,36.5,,34.9,38.3,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,61.3,61.3,,59.5,63.1,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2021,2021,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,MEDIAN,OVERALL,OVR
2012,2012,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,58.4,58.4,,56.8,60,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2016,2016,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,62.4,62.4,,60.7,64,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2012,2012,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.4,24.4,,22.9,25.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,19.5,19.5,,16.9,22.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,55.3,55.3,,53.5,57,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.7,21.7,,20.3,23.2,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.0,20,,18.6,21.5,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,59.6,59.6,,57.8,61.5,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2016,2016,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.1,36.1,,34.4,37.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2012,2012,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.8,32.8,,31.3,34.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2021,2021,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,39.3,39.3,,37,41.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,59.7,59.7,,57.7,61.6,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,33.9,33.9,,32.3,35.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2015,2015,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.2,1.2,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,1.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2017,2017,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2012,2012,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2015,2015,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,60.2,60.2,,58.3,62,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2017,2017,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.9,21.9,,20.4,23.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2011,2011,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.1,32.1,,30.5,33.6,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.2,1.2,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,1.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.4,32.4,,30.7,34.2,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.1,59.1,,57.5,60.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2019,2019,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.3,21.3,,19.9,22.8,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2017,2017,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.6,36.6,,34.9,38.3,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2017,2017,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2021,2021,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.9,21.9,,20.1,23.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.5,19.5,,17.9,21.1,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2015,2015,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.9,35.9,,34.3,37.5,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2019,2019,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.1,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2011,2011,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.2,1.2,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,1.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,22.8,22.8,,20.8,24.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2011,2011,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2017,2017,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2019,2019,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2020,2020,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,58.8,58.8,,56.9,60.6,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,60.7,60.7,,59,62.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.2,59.2,,57.4,60.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,60.2,60.2,,58.6,61.7,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2016,2016,AL,Alabama,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.7,59.7,,58.1,61.4,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.5,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,MEDIAN,OVERALL,OVR
2018,2018,AL,Alabama,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,20.8,20.8,,18.6,23.2,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),01,AGEADJPREV,OVERALL,OVR
2013,2013,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,26.8,26.8,,24.9,28.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2011,2011,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,27.3,27.3,,25.1,29.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2015,2015,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.8,34.8,,32.3,37.3,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.6,21.6,,19.8,23.4,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,22.2,22.2,,19.8,24.7,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2018,2018,AR,Arkansas,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,21.9,21.9,,19.9,24.1,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2012,2012,AR,Arkansas,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2018,2018,AR,Arkansas,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,56.4,56.4,,54,58.7,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.1,36.1,,33.8,38.3,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2019,2019,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,2,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,MEDIAN,OVERALL,OVR
2017,2017,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.4,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,MEDIAN,OVERALL,OVR
2017,2017,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.4,23.4,,21,25.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2012,2012,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.1,35.1,,33.2,37.1,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2019,2019,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.2,21.2,,19.4,23.1,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2017,2017,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.6,35.6,,33,38.2,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AR,Arkansas,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,62.0,62,,60,64.1,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2011,2011,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,MEDIAN,OVERALL,OVR
2018,2018,AR,Arkansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,55.9,55.9,,53.7,58.1,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2015,2015,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,26.1,26.1,,23.7,28.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,53.3,53.3,,50.8,55.8,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2012,2012,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.7,25.7,,23.9,27.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.4,25.4,,23.3,27.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,37.2,37.2,,35.1,39.3,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2016,2016,AR,Arkansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,57.3,57.3,,54.7,59.9,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2020,2020,AR,Arkansas,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,58.3,58.3,,56,60.6,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
2012,2012,AR,Arkansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,54.7,54.7,,52.7,56.7,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),05,AGEADJPREV,OVERALL,OVR
